split,class,image,label_source,confidence,x_center,y_center,width,height,source
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00122_outdoor_bullet_security_camera_mounted_Image_106.jpg,model_pseudo,0.9690,0.517698,0.500726,0.817613,0.332481,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_106.jpg
train,router,data\yolo_sws405\images\train\router_00123_Image_70.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\Image_70.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00124_SMART_Technologies_board_office_Image_10.jpg,model_pseudo,0.5686,0.557742,0.514180,0.465686,0.765619,data\raw\smart_boards\SMART_Technologies_board_office_Image_10.png
train,smart_board,data\yolo_sws405\images\train\smart_board_00125_Promethean_interactive_display_classroom_Image_26.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_26.png
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00126_indoor_dome_cctv_camera_Image_67.jpg,model_pseudo,0.9800,0.482034,0.486391,0.869481,0.856828,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_67.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00127_computer_lab_desktop_computers_Image_39.jpg,model_pseudo,0.9599,0.948486,0.293059,0.102930,0.166632,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_39.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00128_indoor_dome_cctv_camera_Image_43.jpg,model_pseudo,0.9432,0.480403,0.517406,0.843252,0.680512,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_43.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00129_BenQ_interactive_flat_panel_school_Image_44.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_44.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00130_computer_lab_desktop_computers_Image_105.jpg,model_pseudo,0.9052,0.257792,0.526089,0.195765,0.947821,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_105.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00131_computer_lab_desktop_computers_Image_60.jpg,model_pseudo,0.7870,0.674049,0.577645,0.057514,0.052289,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_60.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00132_indoor_dome_cctv_camera_Image_29.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_29.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00133_outdoor_bullet_security_camera_mounted_Image_48.jpg,model_pseudo,0.6331,0.502740,0.519324,0.985086,0.865723,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_48.webp
train,smart_board,data\yolo_sws405\images\train\smart_board_00134_Clevertouch_board_meeting_room_Image_5.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_5.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00135_office_desktop_pc_tower_and_monitor_Image_63.jpg,model_pseudo,0.8827,0.201865,0.669423,0.131861,0.215767,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_63.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00136_office_desktop_pc_tower_and_monitor_Image_71.jpg,model_pseudo,0.7825,0.206844,0.498606,0.122320,0.149356,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_71.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00137_outdoor_bullet_security_camera_mounted_Image_92.jpg,model_pseudo,0.8844,0.500071,0.489921,0.763774,0.480742,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_92.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00138_office_desktop_pc_tower_and_monitor_Image_103.jpg,model_pseudo,0.7385,0.541771,0.491699,0.034966,0.052760,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_103.jpg
train,router,data\yolo_sws405\images\train\router_00139_Image_85.jpg,model_pseudo,0.9361,0.512637,0.447491,0.820517,0.885934,data\raw\routers\Image_85.jpg
train,router,data\yolo_sws405\images\train\router_00140_home_wifi_router_with_antennas_Image_17.jpg,model_pseudo,0.9456,0.499127,0.506218,0.785796,0.828472,data\raw\routers\home_wifi_router_with_antennas_Image_17.jpg
train,router,data\yolo_sws405\images\train\router_00141_home_wifi_router_with_antennas_Image_64.jpg,model_pseudo,0.9007,0.509310,0.488574,0.828601,0.479070,data\raw\routers\home_wifi_router_with_antennas_Image_64.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00142_indoor_dome_cctv_camera_Image_5.jpg,model_pseudo,0.9764,0.503978,0.503558,0.751790,0.804724,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_5.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00143_computer_lab_desktop_computers_Image_98.jpg,model_pseudo,0.7420,0.497815,0.499142,0.995629,0.998283,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_98.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00144_computer_lab_desktop_computers_Image_78.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_78.jpg
train,router,data\yolo_sws405\images\train\router_00145_home_wifi_router_with_antennas_Image_32.jpg,model_pseudo,0.9424,0.500879,0.468896,0.776405,0.878372,data\raw\routers\home_wifi_router_with_antennas_Image_32.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00146_computer_lab_desktop_computers_Image_96.jpg,model_pseudo,0.9543,0.359598,0.412284,0.512834,0.787494,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_96.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00147_Clevertouch_board_meeting_room_Image_51.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_51.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00148_indoor_dome_cctv_camera_Image_11.jpg,model_pseudo,0.2323,0.508425,0.502146,0.911247,0.870598,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_11.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00149_computer_lab_desktop_computers_Image_50.jpg,model_pseudo,0.4309,0.865499,0.527903,0.222228,0.174981,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_50.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00150_computer_lab_desktop_computers_Image_63.jpg,model_pseudo,0.7656,0.487938,0.512015,0.048660,0.052916,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_63.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00151_indoor_dome_cctv_camera_Image_59.jpg,model_pseudo,0.9852,0.500658,0.501750,0.608573,0.714786,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_59.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00152_indoor_dome_cctv_camera_Image_100.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_100.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00153_Promethean_interactive_display_classroom_Image_2.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_2.png
train,smart_board,data\yolo_sws405\images\train\smart_board_00154_SMART_Technologies_board_office_Image_21.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\SMART_Technologies_board_office_Image_21.png
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00155_computer_lab_desktop_computers_Image_77.jpg,model_pseudo,0.9268,0.616204,0.537926,0.135693,0.295498,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_77.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00156_outdoor_bullet_security_camera_mounted_Image_1.jpg,model_pseudo,0.9754,0.459911,0.385344,0.313959,0.299831,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_1.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00157_indoor_dome_cctv_camera_Image_109.jpg,model_pseudo,0.9053,0.797057,0.210736,0.243918,0.328258,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_109.jpg
train,router,data\yolo_sws405\images\train\router_00158_home_wifi_router_with_antennas_Image_12.jpg,model_pseudo,0.9258,0.531223,0.505628,0.715307,0.763094,data\raw\routers\home_wifi_router_with_antennas_Image_12.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00159_indoor_dome_cctv_camera_Image_20.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_20.jpg
train,router,data\yolo_sws405\images\train\router_00160_home_wifi_router_with_antennas_Image_70.jpg,model_pseudo,0.9532,0.712986,0.596283,0.426800,0.497469,data\raw\routers\home_wifi_router_with_antennas_Image_70.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00161_SMART_Technologies_board_office_Image_14.jpg,model_pseudo,0.3085,0.131584,0.508114,0.260841,0.983772,data\raw\smart_boards\SMART_Technologies_board_office_Image_14.jpg
train,router,data\yolo_sws405\images\train\router_00162_home_wifi_router_with_antennas_Image_10.jpg,model_pseudo,0.9385,0.489706,0.574145,0.709022,0.816562,data\raw\routers\home_wifi_router_with_antennas_Image_10.jpg
train,router,data\yolo_sws405\images\train\router_00163_home_wifi_router_with_antennas_Image_58.jpg,model_pseudo,0.9448,0.503229,0.501271,0.701912,0.818137,data\raw\routers\home_wifi_router_with_antennas_Image_58.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00164_computer_lab_desktop_computers_Image_72.jpg,model_pseudo,0.9222,0.667455,0.385646,0.334205,0.316547,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_72.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00165_indoor_dome_cctv_camera_Image_27.jpg,model_pseudo,0.9793,0.495779,0.495517,0.944605,0.845224,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_27.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00166_outdoor_bullet_security_camera_mounted_Image_77.jpg,model_pseudo,0.9552,0.503429,0.490275,0.807362,0.546706,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_77.jpg
train,router,data\yolo_sws405\images\train\router_00167_home_wifi_router_with_antennas_Image_48.jpg,model_pseudo,0.9582,0.518880,0.420970,0.674332,0.778703,data\raw\routers\home_wifi_router_with_antennas_Image_48.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00168_indoor_dome_cctv_camera_Image_85.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_85.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00169_outdoor_bullet_security_camera_mounted_Image_66.jpg,model_pseudo,0.2287,0.483963,0.524489,0.516418,0.951022,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_66.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00170_computer_lab_desktop_computers_Image_42.jpg,model_pseudo,0.9385,0.919492,0.498736,0.161016,0.258222,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_42.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00171_outdoor_bullet_security_camera_mounted_Image_43.jpg,model_pseudo,0.9889,0.509287,0.506096,0.970551,0.865601,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_43.jpg
train,router,data\yolo_sws405\images\train\router_00172_home_wifi_router_with_antennas_Image_101.jpg,model_pseudo,0.9635,0.598889,0.484623,0.482500,0.623850,data\raw\routers\home_wifi_router_with_antennas_Image_101.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00173_computer_lab_desktop_computers_Image_65.jpg,model_pseudo,0.8232,0.149671,0.582697,0.084271,0.105684,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_65.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00174_Clevertouch_board_meeting_room_Image_6.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_6.jpg
train,router,data\yolo_sws405\images\train\router_00175_home_wifi_router_with_antennas_Image_44.jpg,model_pseudo,0.9518,0.508153,0.520118,0.825539,0.590082,data\raw\routers\home_wifi_router_with_antennas_Image_44.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00176_Promethean_interactive_display_classroom_Image_48.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_48.jpg
train,router,data\yolo_sws405\images\train\router_00177_Image_55.jpg,model_pseudo,0.9232,0.470273,0.577556,0.460883,0.659980,data\raw\routers\Image_55.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00178_Promethean_interactive_display_classroom_Image_61.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Promethean_interactive_display_classroom_Image_61.png
train,router,data\yolo_sws405\images\train\router_00179_home_wifi_router_with_antennas_Image_3.jpg,model_pseudo,0.9711,0.518799,0.568450,0.429991,0.678489,data\raw\routers\home_wifi_router_with_antennas_Image_3.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00180_computer_lab_desktop_computers_Image_57.jpg,model_pseudo,0.9333,0.474112,0.404976,0.139489,0.655594,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_57.jpg
train,router,data\yolo_sws405\images\train\router_00181_Image_66.jpg,model_pseudo,0.4948,0.431380,0.500000,0.838316,1.000000,data\raw\routers\Image_66.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00182_Clevertouch_board_meeting_room_Image_10.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_10.webp
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00183_computer_lab_desktop_computers_Image_66.jpg,model_pseudo,0.8905,0.272818,0.505771,0.251510,0.769725,data\raw\desktop_pcs\computer_lab_desktop_computers_Image_66.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00184_BenQ_interactive_flat_panel_school_Image_6.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_6.jpeg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00185_office_desktop_pc_tower_and_monitor_Image_48.jpg,model_pseudo,0.9042,0.597823,0.488050,0.804353,0.670795,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_48.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00186_office_desktop_pc_tower_and_monitor_Image_82.jpg,model_pseudo,0.4534,0.262196,0.531343,0.056206,0.083795,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_82.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00187_indoor_dome_cctv_camera_Image_1.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_1.jpg
train,router,data\yolo_sws405\images\train\router_00188_Image_28.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\routers\Image_28.png
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00189_outdoor_bullet_security_camera_mounted_Image_79.jpg,model_pseudo,0.8567,0.473583,0.489016,0.933395,0.841568,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_79.webp
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00190_outdoor_bullet_security_camera_mounted_Image_13.jpg,model_pseudo,0.9867,0.511861,0.497593,0.972118,0.859338,data\raw\cctv_cameras\outdoor_bullet_security_camera_mounted_Image_13.jpg
train,router,data\yolo_sws405\images\train\router_00191_home_wifi_router_with_antennas_Image_87.jpg,model_pseudo,0.9664,0.344504,0.572564,0.392075,0.800667,data\raw\routers\home_wifi_router_with_antennas_Image_87.webp
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00192_office_desktop_pc_tower_and_monitor_Image_1.jpg,model_pseudo,0.9787,0.304790,0.451926,0.515005,0.430345,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_1.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00193_office_desktop_pc_tower_and_monitor_Image_8.jpg,model_pseudo,0.8734,0.578008,0.446834,0.582518,0.750976,data\raw\desktop_pcs\office_desktop_pc_tower_and_monitor_Image_8.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00194_indoor_dome_cctv_camera_Image_15.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_15.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00195_indoor_dome_cctv_camera_Image_47.jpg,model_pseudo,0.9555,0.501819,0.488030,0.645516,0.552879,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_47.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00196_BenQ_interactive_flat_panel_school_Image_18.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\BenQ_interactive_flat_panel_school_Image_18.jpg
train,cctv_camera,data\yolo_sws405\images\train\cctv_camera_00197_indoor_dome_cctv_camera_Image_7.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\cctv_cameras\indoor_dome_cctv_camera_Image_7.jpg
train,router,data\yolo_sws405\images\train\router_00198_home_wifi_router_with_antennas_Image_74.jpg,model_pseudo,0.9675,0.507259,0.489021,0.838283,0.664760,data\raw\routers\home_wifi_router_with_antennas_Image_74.jpg
train,smart_board,data\yolo_sws405\images\train\smart_board_00199_Clevertouch_board_meeting_room_Image_24.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_24.png
train,smart_board,data\yolo_sws405\images\train\smart_board_00200_Clevertouch_board_meeting_room_Image_42.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\smart_boards\Clevertouch_board_meeting_room_Image_42.jpg
train,desktop_pc,data\yolo_sws405\images\train\desktop_pc_00201_Image_10.jpg,center_fallback,0.0000,0.500000,0.500000,0.900000,0.900000,data\raw\desktop_pcs\Image_10.jpg
